# WaterLevel.PE_20_-_Badenova@EX_Kirchzarten.EntireRecord.csv generated at 2024-11-14 01:40:56 (UTC-08:00) by AQUARIUS Time-Series 22.4.180.0
# 
# Time-series identifier: WaterLevel.PE 20 - Badenova@EX_Kirchzarten
# Location: EX_Kirchzarten
# UTC offset: (UTC+01:00)
# Value units: m
# Value parameter: WaterLevel
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from Beginning of Record to End of Record
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC+01:00),Value,Approval Level,Grade,Qualifiers
1987-02-18T13:00:00Z,1987-02-18 14:00:00,337.7669997711,Working,31,
1987-03-04T13:00:00Z,1987-03-04 14:00:00,334.7269998093,Working,31,
1987-03-17T13:00:00Z,1987-03-17 14:00:00,334.9570003052,Working,31,
1987-04-01T14:00:00Z,1987-04-01 15:00:00,334.7669997711,Working,31,
1987-04-14T14:00:00Z,1987-04-14 15:00:00,334.5069995422,Working,31,
1987-04-28T14:00:00Z,1987-04-28 15:00:00,334.056999733,Working,31,
1987-05-12T14:00:00Z,1987-05-12 15:00:00,333.9570003052,Working,31,
1987-05-26T14:00:00Z,1987-05-26 15:00:00,333.2269998093,Working,31,
1987-06-10T14:00:00Z,1987-06-10 15:00:00,332.6869998474,Working,31,
1987-06-25T14:00:00Z,1987-06-25 15:00:00,333.7070003052,Working,31,
1987-07-09T14:00:00Z,1987-07-09 15:00:00,334.2169995804,Working,31,
1987-07-23T14:00:00Z,1987-07-23 15:00:00,334.8270001907,Working,31,
1987-08-06T14:00:00Z,1987-08-06 15:00:00,334.0169997711,Working,31,
1987-08-19T14:00:00Z,1987-08-19 15:00:00,333.7370000381,Working,31,
1987-09-02T14:00:00Z,1987-09-02 15:00:00,333.1869998474,Working,31,
1987-09-16T14:00:00Z,1987-09-16 15:00:00,332.6869998474,Working,31,
1987-09-30T13:00:00Z,1987-09-30 14:00:00,332.1869998474,Working,31,
1987-10-15T13:00:00Z,1987-10-15 14:00:00,331.7169995804,Working,31,
1987-10-28T13:00:00Z,1987-10-28 14:00:00,332.2970004578,Working,31,
1987-11-11T13:00:00Z,1987-11-11 14:00:00,331.8569999237,Working,31,
1987-11-22T13:00:00Z,1987-11-22 14:00:00,333.3969998856,Working,31,
1987-11-26T13:00:00Z,1987-11-26 14:00:00,331.7970004578,Working,31,
1987-12-06T13:00:00Z,1987-12-06 14:00:00,333.0370002289,Working,31,
1987-12-10T13:00:00Z,1987-12-10 14:00:00,331.497000267,Working,31,
1987-12-20T13:00:00Z,1987-12-20 14:00:00,334.1970000763,Working,31,
1988-01-05T13:00:00Z,1988-01-05 14:00:00,333.3969998856,Working,31,
1988-01-20T13:00:00Z,1988-01-20 14:00:00,332.777,Working,31,
1988-02-03T13:00:00Z,1988-02-03 14:00:00,333.306999733,Working,31,
1988-02-17T13:00:00Z,1988-02-17 14:00:00,334.6670003433,Working,31,
1988-03-03T13:00:00Z,1988-03-03 14:00:00,333.3969998856,Working,31,
1988-03-17T13:00:00Z,1988-03-17 14:00:00,337.3270001907,Working,31,
1988-03-29T14:00:00Z,1988-03-29 15:00:00,337.3270001907,Working,31,
1988-04-14T14:00:00Z,1988-04-14 15:00:00,334.8869996567,Working,31,
1988-04-27T14:00:00Z,1988-04-27 15:00:00,334.527,Working,31,
1988-05-10T14:00:00Z,1988-05-10 15:00:00,334.1270003815,Working,31,
1988-05-26T14:00:00Z,1988-05-26 15:00:00,334.027,Working,31,
1988-06-08T14:00:00Z,1988-06-08 15:00:00,333.1970000763,Working,31,
1988-06-23T14:00:00Z,1988-06-23 15:00:00,332.2370000381,Working,31,
1988-07-06T14:00:00Z,1988-07-06 15:00:00,331.8969998856,Working,31,
1988-07-20T14:00:00Z,1988-07-20 15:00:00,331.6970000763,Working,31,
1988-08-04T14:00:00Z,1988-08-04 15:00:00,331.5169997711,Working,31,
1988-08-17T14:00:00Z,1988-08-17 15:00:00,331.306999733,Working,31,
1988-08-31T14:00:00Z,1988-08-31 15:00:00,331.306999733,Working,31,
1988-09-12T14:00:00Z,1988-09-12 15:00:00,331.1670003433,Working,31,
1988-09-26T13:00:00Z,1988-09-26 14:00:00,331.0770001907,Working,31,
1988-10-13T13:00:00Z,1988-10-13 14:00:00,332.0770001907,Working,31,
1988-10-26T13:00:00Z,1988-10-26 14:00:00,332.8270001907,Working,31,
1988-11-08T13:00:00Z,1988-11-08 14:00:00,332.1769996185,Working,31,
1988-11-23T13:00:00Z,1988-11-23 14:00:00,331.3370004196,Working,31,
1988-12-06T13:00:00Z,1988-12-06 14:00:00,335.777,Working,31,
1988-12-20T13:00:00Z,1988-12-20 14:00:00,334.027,Working,31,
1989-01-04T13:00:00Z,1989-01-04 14:00:00,333.777,Working,31,
1989-01-18T13:00:00Z,1989-01-18 14:00:00,333.1270003815,Working,31,
1989-01-30T13:00:00Z,1989-01-30 14:00:00,332.5870004196,Working,31,
1989-02-15T13:00:00Z,1989-02-15 14:00:00,331.747000267,Working,31,
1989-03-01T13:00:00Z,1989-03-01 14:00:00,332.1369996567,Working,31,
1989-03-15T13:00:00Z,1989-03-15 14:00:00,332.5969996948,Working,31,
1989-03-28T14:00:00Z,1989-03-28 15:00:00,332.5770001907,Working,31,
